,primaryTitle,isAdult,startYear,genres,category,primaryName
473,The Last Bohemian,0,1913,"Drama,Romance",writer,Zsolt Harsányi
474,The Last Bohemian,0,1913,"Drama,Romance",producer,József Neumann
475,The Last Bohemian,0,1913,"Drama,Romance",producer,Mór Ungerleider
476,The Last Bohemian,0,1913,"Drama,Romance",composer,Zsigmond Vincze
477,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",actor,Paul Guidé
478,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",actor,Alexandre Arquillière
479,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",actor,Charles Krauss
480,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",actor,André Liabel
481,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",actress,Josette Andriot
482,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",director,Victorin-Hippolyte Jasset
483,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",writer,John Russel Coryell
484,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",writer,Léon Sazie
485,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",cinematographer,Lucien N. Andriot
486,Zigomar contre Nick Carter,0,1912,"Crime,Thriller",actress,Olga Demidoff
487,The Adventures of Kathlyn,0,1913,Adventure,actor,Tom Santschi
488,The Adventures of Kathlyn,0,1913,Adventure,actress,Kathlyn Williams
489,The Adventures of Kathlyn,0,1913,Adventure,actor,Charles Clary
490,The Adventures of Kathlyn,0,1913,Adventure,actor,Horace B. Carpenter
491,The Adventures of Kathlyn,0,1913,Adventure,actor,Lafe McKee
492,The Adventures of Kathlyn,0,1913,Adventure,director,Francis J. Grandon
493,The Adventures of Kathlyn,0,1913,Adventure,writer,Harold McGrath
494,The Adventures of Kathlyn,0,1913,Adventure,writer,Gilson Willets
495,The Adventures of Kathlyn,0,1913,Adventure,producer,William Nicholas Selig
496,The Adventures of Kathlyn,0,1913,Adventure,cinematographer,Robert L. Carson
497,Der Andere,0,1913,"Drama,Thriller",cinematographer,Hermann Boettger
498,Der Andere,0,1913,"Drama,Thriller",actor,Albert Bassermann
499,Der Andere,0,1913,"Drama,Thriller",actor,Emmerich Hanus
500,Der Andere,0,1913,"Drama,Thriller",actress,Nelly Ridon
501,Der Andere,0,1913,"Drama,Thriller",actress,Hanni Weisse
502,Der Andere,0,1913,"Drama,Thriller",director,Max Mack
503,Der Andere,0,1913,"Drama,Thriller",writer,Paul Lindau
504,Der Andere,0,1913,"Drama,Thriller",writer,Hippolyte Taine
505,Der Andere,0,1913,"Drama,Thriller",producer,Jules Greenbaum
506,Der Andere,0,1913,"Drama,Thriller",composer,Altmann-Nemo
